Panel	Option	Panel role	Variant budget	Candidate ID	Candidate level	Candidate maturity	HF capsule ID	PERSIST source ID	Generic template path	Native workflow	Candidate source	Candidate kind	PERSIST atlas major class	PERSIST atlas subtype	Data fit gate	Data fit notes	Visual fit gate	Visual fit notes	Task fit score	Data fit score	Visual grammar score	Source-code readiness score	Readability score	Total score	Render decision	Runtime	Env	Capsule path	Reference visual	Source script	Source code snapshot	Why it fits	Risk	Candidate title	Candidate family	Candidate technique
Fig3A	Fig3A.4	main_high_impact	top 2-3 variants	HF212_2026-05-23_81a66f4d	hf_capsule	needs_porting	HF212_2026-05-23_81a66f4d				FOLDER_HIGH_FIDELITY_CATALOG	high_fidelity_capsule	Group comparison and distribution	Clinical forest plot; effect size with CI	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	16	25	12	10	10	73	render_optional	Python / PERSIST or R forest if statistical trust boundary needed	research-py312	E:\Python\PERSIST\_portable_patterns\high_fidelity_by_folder\capsules\HF212_2026-05-23_81a66f4d	E:\Python\PERSIST\2026年05月23日 Python绘制带误差线的多面板柱状图\29.png	E:\Python\PERSIST\2026年05月23日 Python绘制带误差线的多面板柱状图\20260521-多组柱状图.py		2026年05月23日 Python绘制带误差线的多面板柱状图 -> How large are the absolute functional deterioration gradients within strict-core cohorts?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月23日 Python绘制带误差线的多面板柱状图	三维图	Times 字体、粗线框、强排版;成套配色/渐变/色标;3D 图形
Fig3A	Fig3A.5	main_high_impact	top 2-3 variants	atlas:208:2026年05月16日 森林图	hf_capsule	needs_porting					PERSIST_atlas_index	atlas_reference	Group comparison and distribution	Clinical forest plot; effect size with CI	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	18	25	14	5	10	72	render_optional	Python / PERSIST or R forest if statistical trust boundary needed	research-py312		/mnt/e/Python/PERSIST/2026年05月16日 森林图/forest_chart_scheme_53.png			森林图 (Forest plot) -> How large are the absolute functional deterioration gradients within strict-core cohorts?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	森林图 (Forest plot)	atlas_reference	森林图 (Forest plot)
Fig3A	Fig3A.6	main_high_impact	top 2-3 variants	PERSIST-0226	persist_indexed_code	needs_porting		PERSIST-0226			PERSIST_plot_code_index	indexed_source_code	Group comparison and distribution	Clinical forest plot; effect size with CI	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	18	25	14	5	10	72	render_optional	Python / PERSIST or R forest if statistical trust boundary needed	research-py312			/mnt/e/Python/PERSIST/2026年05月23日 Python绘制带误差线的多面板柱状图/20260521-多组柱状图.py		2026年05月23日 Python绘制带误差线的多面板柱状图 -> How large are the absolute functional deterioration gradients within strict-core cohorts?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月23日 Python绘制带误差线的多面板柱状图	组间差异与分布	组间差异与分布; 基础发表级图形
Fig3A	Fig3A.7	main_high_impact	top 2-3 variants	atlas:212:2026年05月23日 Python绘制带误差线的多面板柱状图	hf_capsule	needs_porting					PERSIST_atlas_index	atlas_reference	Group comparison and distribution	Clinical forest plot; effect size with CI	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	16	25	12	5	10	68	render_optional	Python / PERSIST or R forest if statistical trust boundary needed	research-py312		/mnt/e/Python/PERSIST/2026年05月23日 Python绘制带误差线的多面板柱状图/29.png			带误差线的多面板柱状图 -> How large are the absolute functional deterioration gradients within strict-core cohorts?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	带误差线的多面板柱状图	atlas_reference	带误差线的多面板柱状图
Fig3A	Fig3A.8	main_high_impact	top 2-3 variants	PERSIST-0222	persist_indexed_code	needs_porting		PERSIST-0222			PERSIST_plot_code_index	indexed_source_code	Group comparison and distribution	Clinical forest plot; effect size with CI	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	16	25	12	5	10	68	render_optional	Python / PERSIST or R forest if statistical trust boundary needed	research-py312			/mnt/e/Python/PERSIST/2026年05月16日 森林图/20260513-森林图.py		2026年05月16日 森林图 -> How large are the absolute functional deterioration gradients within strict-core cohorts?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月16日 森林图	组间差异与分布	组间差异与分布; 基础发表级图形
Fig3B	Fig3B.1	main_high_impact	top 2-3 variants	generic_portable_template:group_distribution/forest_plot_template.py	generic_portable_template	production_ready			/mnt/e/Python/PERSIST/_portable_patterns/patterns/group_distribution/forest_plot_template.py		TEMPLATE_CATALOG	portable_template	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	22	25	16	15	10	88	render_recommended	Python / PERSIST clinical prediction or forest template	research-py312			/mnt/e/Python/PERSIST/_portable_patterns/patterns/group_distribution/forest_plot_template.py		森林图 -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	森林图	组间差异与分布	森林图
Fig3B	Fig3B.2	main_high_impact	top 2-3 variants	mapping:0221:group_distribution/forest_plot_template.py	persist_indexed_code	needs_porting			/mnt/e/Python/PERSIST/_portable_patterns/patterns/group_distribution/forest_plot_template.py		SOURCE_TO_PATTERN_MAPPING	source_to_pattern_mapping	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	22	25	16	5	10	78	render_recommended	Python / PERSIST clinical prediction or forest template	research-py312			/mnt/e/Python/PERSIST/2026年05月16日 森林图\20260513-森林图.py		2026年05月16日 森林图\20260513-森林图.py -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月16日 森林图\20260513-森林图.py	组间差异与分布	group_distribution/forest_plot_template.py
Fig3B	Fig3B.3	main_high_impact	top 2-3 variants	PERSIST-0981	persist_indexed_code	needs_porting		PERSIST-0981			PERSIST_plot_code_index	indexed_source_code	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	12	25	9	5	10	61	render_optional	Python / PERSIST clinical prediction or forest template	research-py312			/mnt/e/Python/PERSIST/_portable_patterns/patterns/group_distribution/forest_plot_template.py		group_distribution -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	group_distribution	未细分/待人工复核	
Fig3B	Fig3B.4	main_high_impact	top 2-3 variants	atlas:208:2026年05月16日 森林图	hf_capsule	needs_porting					PERSIST_atlas_index	atlas_reference	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	12	25	9	5	10	61	render_optional	Python / PERSIST clinical prediction or forest template	research-py312		/mnt/e/Python/PERSIST/2026年05月16日 森林图/forest_chart_scheme_53.png			森林图 (Forest plot) -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	森林图 (Forest plot)	atlas_reference	森林图 (Forest plot)
Fig3B	Fig3B.5	main_high_impact	top 2-3 variants	HF208_2026-05-16_3b690ee7	hf_capsule	needs_porting	HF208_2026-05-16_3b690ee7				FOLDER_HIGH_FIDELITY_CATALOG	high_fidelity_capsule	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	8	25	6	10	10	59	hold_native	Python / PERSIST clinical prediction or forest template	research-py312	E:\Python\PERSIST\_portable_patterns\high_fidelity_by_folder\capsules\HF208_2026-05-16_3b690ee7	E:\Python\PERSIST\2026年05月16日 森林图\forest_chart_scheme_53.png	E:\Python\PERSIST\2026年05月16日 森林图\20260513-森林图.py		2026年05月16日 森林图 -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月16日 森林图	组合Dashboard/多panel图	大画布、多 panel、内嵌图或标题带;Times 字体、粗线框、强排版;成套配色/渐变/色标;组间分布/统计显著性;3D 图形
Fig3B	Fig3B.6	main_high_impact	top 2-3 variants	HF212_2026-05-23_81a66f4d	hf_capsule	needs_porting	HF212_2026-05-23_81a66f4d				FOLDER_HIGH_FIDELITY_CATALOG	high_fidelity_capsule	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	6	25	5	10	10	56	hold_native	Python / PERSIST clinical prediction or forest template	research-py312	E:\Python\PERSIST\_portable_patterns\high_fidelity_by_folder\capsules\HF212_2026-05-23_81a66f4d	E:\Python\PERSIST\2026年05月23日 Python绘制带误差线的多面板柱状图\29.png	E:\Python\PERSIST\2026年05月23日 Python绘制带误差线的多面板柱状图\20260521-多组柱状图.py		2026年05月23日 Python绘制带误差线的多面板柱状图 -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月23日 Python绘制带误差线的多面板柱状图	三维图	Times 字体、粗线框、强排版;成套配色/渐变/色标;3D 图形
Fig3B	Fig3B.7	main_high_impact	top 2-3 variants	HF191_2026-04-18_e0fa957a	hf_capsule	needs_porting	HF191_2026-04-18_e0fa957a				FOLDER_HIGH_FIDELITY_CATALOG	high_fidelity_capsule	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	6	25	5	10	10	56	hold_native	Python / PERSIST clinical prediction or forest template	research-py312	E:\Python\PERSIST\_portable_patterns\high_fidelity_by_folder\capsules\HF191_2026-04-18_e0fa957a	E:\Python\PERSIST\2026年04月18日 Python绘制绝美带误差棒和数值标记3D柱状图\3d_bar_chart60.png	E:\Python\PERSIST\2026年04月18日 Python绘制绝美带误差棒和数值标记3D柱状图\20260417-3D柱状图.py		2026年04月18日 Python绘制绝美带误差棒和数值标记3D柱状图 -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年04月18日 Python绘制绝美带误差棒和数值标记3D柱状图	组合Dashboard/多panel图	大画布、多 panel、内嵌图或标题带;Times 字体、粗线框、强排版;成套配色/渐变/色标;3D 图形
Fig3B	Fig3B.8	main_high_impact	top 2-3 variants	PERSIST-0222	persist_indexed_code	needs_porting		PERSIST-0222			PERSIST_plot_code_index	indexed_source_code	Clinical prediction evaluation	Discrimination delta / model comparison interval	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	9	25	7	5	10	56	hold_native	Python / PERSIST clinical prediction or forest template	research-py312			/mnt/e/Python/PERSIST/2026年05月16日 森林图/20260513-森林图.py		2026年05月16日 森林图 -> Does categorical LFO profiling improve discrimination over continuous scores?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年05月16日 森林图	组间差异与分布	组间差异与分布; 基础发表级图形
FigS1	FigS1.1	supplementary	top 2 variants if useful	generic_portable_template:correlation_omics/correlation_heatmap_template.py	generic_portable_template	production_ready			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/correlation_heatmap_template.py		TEMPLATE_CATALOG	portable_template	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	30	25	20	15	10	100	render_recommended	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/correlation_heatmap_template.py		相关热图+FDR -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	相关热图+FDR	回归与关联分析;多变量降维与组学	相关热图+FDR
FigS1	FigS1.2	supplementary	top 2 variants if useful	mapping:0188:correlation_omics/correlation_heatmap_template.py	persist_indexed_code	needs_porting			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/correlation_heatmap_template.py		SOURCE_TO_PATTERN_MAPPING	source_to_pattern_mapping	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	30	25	20	5	10	90	render_recommended	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/2026年03月11日 Python卡通风格套图(2)：相关性分析热图\20260306-卡通风格相关性分析热图.py		2026年03月11日 Python卡通风格套图(2)：相关性分析热图\20260306-卡通风格相关性分析热图.py -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2026年03月11日 Python卡通风格套图(2)：相关性分析热图\20260306-卡通风格相关性分析热图.py	多变量降维与组学	correlation_omics/correlation_heatmap_template.py
FigS1	FigS1.3	supplementary	top 2 variants if useful	mapping:0110:correlation_omics/correlation_heatmap_template.py	persist_indexed_code	needs_porting			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/correlation_heatmap_template.py		SOURCE_TO_PATTERN_MAPPING	source_to_pattern_mapping	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	30	25	20	5	10	90	render_recommended	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图\横向条形图+矩阵图.py		2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图\横向条形图+矩阵图.py -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图\横向条形图+矩阵图.py	多变量降维与组学	correlation_omics/correlation_heatmap_template.py
FigS1	FigS1.4	supplementary	top 2 variants if useful	mapping:0132:correlation_omics/correlation_heatmap_template.py	persist_indexed_code	needs_porting			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/correlation_heatmap_template.py		SOURCE_TO_PATTERN_MAPPING	source_to_pattern_mapping	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	30	25	20	5	10	90	render_recommended	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/2025年8月7日 Python一键绘制惊艳的相关性椭圆图--包括Pearson、Spearman和Kendall相关性分析等三种方法\相关性热图进阶.py		2025年8月7日 Python一键绘制惊艳的相关性椭圆图--包括Pearson、Spearman和Kendall相关性分析等三种方法\相关性热图进阶.py -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2025年8月7日 Python一键绘制惊艳的相关性椭圆图--包括Pearson、Spearman和Kendall相关性分析等三种方法\相关性热图进阶.py	多变量降维与组学	correlation_omics/correlation_heatmap_template.py
FigS1	FigS1.5	supplementary	top 2 variants if useful	atlas:187:2026年04月09日 Python绘制高颜值相关性矩阵图	hf_capsule	needs_porting					PERSIST_atlas_index	atlas_reference	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	25	25	19	5	10	84	render_recommended	Python / PERSIST heatmap capsule	research-py312		/mnt/e/Python/PERSIST/2026年04月09日 Python绘制高颜值相关性矩阵图/correlation_matrix_custom_32.png			相关性热图 -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	相关性热图	atlas_reference	相关性热图
FigS1	FigS1.6	supplementary	top 2 variants if useful	mapping:0041:correlation_omics/pca_heatmap_template.py	persist_indexed_code	needs_porting			/mnt/e/Python/PERSIST/_portable_patterns/patterns/correlation_omics/pca_heatmap_template.py		SOURCE_TO_PATTERN_MAPPING	source_to_pattern_mapping	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	24	25	18	5	10	82	render_recommended	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/2025年11月20日 期刊图片复现Python绘制双变量对角线分割组合三角热图\1120-组合热力图.py		2025年11月20日 期刊图片复现Python绘制双变量对角线分割组合三角热图\1120-组合热力图.py -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2025年11月20日 期刊图片复现Python绘制双变量对角线分割组合三角热图\1120-组合热力图.py	多变量降维与组学	correlation_omics/pca_heatmap_template.py
FigS1	FigS1.7	supplementary	top 2 variants if useful	atlas:070:2025年9月14日 期刊图片复现python绘制六边形相关性矩阵图	hf_capsule	needs_porting					PERSIST_atlas_index	atlas_reference	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	pass	Visual grammar matches reader task.	23	25	17	5	10	80	render_recommended	Python / PERSIST heatmap capsule	research-py312		/mnt/e/Python/PERSIST/_atlas/generated_previews/070_2025年9月14日_期刊图片复现python绘制六边形相关性矩阵图/source_adapted_preview.png			相关性热图 -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	相关性热图	atlas_reference	相关性热图
FigS1	FigS1.8	supplementary	top 2 variants if useful	PERSIST-0111	persist_indexed_code	needs_porting		PERSIST-0111			PERSIST_plot_code_index	indexed_source_code	Multivariate omics pattern	Clustered/grouped heatmap; profile signature matrix	pass	Original project table exists; mapping required but no simulated data needed.	conditional_pass	Needs porting/readability check at panel size.	18	25	13	5	10	71	render_optional	Python / PERSIST heatmap capsule	research-py312			/mnt/e/Python/PERSIST/2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图/横向条形图+矩阵图.py		2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图 -> What do the strict-core descriptive profile classes look like across four domains?	Need source-code-first port and exact data binding; reject if reference/source cannot be verified.	2025年7月28日 期刊图片复现python绘制地理探测器单因子柱状图+相关性分析热图组合图	多变量降维与组学	回归与关联分析; 多变量降维与组学; 空间/时间序列/影像; 基础发表级图形
